id,year,country,y1850,y1851,y1852,y1853,y1854,y1855,y1856,y1857,y1858,y1859,y1860,y1861,y1862,y1863,y1864,y1865,y1866,y1867,y1868,y1869,y1870,y1871,y1872,y1873,y1874,y1875,y1876,y1877,y1878,y1879,y1880,y1881,y1882,y1883,y1884,y1885,y1886,y1887,y1888,y1889,y1890,y1891,y1892,y1893,y1894,y1895,y1896,y1897,y1898,y1899,y1900,y1901,y1902,y1903,y1904,y1905,y1906,y1907,y1908,y1909,y1910,y1911,y1912,y1913,y1914,y1915,y1916,y1917,y1918,y1919,y1920,y1921,y1922,y1923,y1924,y1925,y1926,y1927,y1928,y1929,y1930,y1931,y1932,y1933,y1934,y1935,y1936,y1937,y1938,y1939,y1940,y1941,y1942,y1943,y1944,y1945,y1946,y1947,y1948,y1949,y1950,y1951,y1952,y1953,y1954,y1955,y1956,y1957,y1958,y1959,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,World,totalGHG1990,totalGHG1991,totalGHG1992,totalGHG1993,totalGHG1994,totalGHG1995,totalGHG1996,totalGHG1997,totalGHG1998,totalGHG1999,totalGHG2000,totalGHG2001,totalGHG2002,totalGHG2003,totalGHG2004,totalGHG2005,totalGHG2006,totalGHG2007,totalGHG2008,totalGHG2009,totalGHG2010,totalGHG2011,totalGHG2012,totalGHG2013,energy1990,energy1991,energy1992,energy1993,energy1994,energy1995,energy1996,energy1997,energy1998,energy1999,energy2000,energy2001,energy2002,energy2003,energy2004,energy2005,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,totalGHG,energy,industrial1990,industrial1991,industrial1992,industrial1993,industrial1994,industrial1995,industrial1996,industrial1997,industrial1998,industrial1999,industrial2000,industrial2001,industrial2002,industrial2003,industrial2004,industrial2005,industrial2006,industrial2007,industrial2008,industrial2009,industrial2010,industrial2011,industrial2012,industrial2013,agricultural1990,agricultural1991,agricultural1992,agricultural1993,agricultural1994,agricultural1995,agricultural1996,agricultural1997,agricultural1998,agricultural1999,agricultural2000,agricultural2001,agricultural2002,agricultural2003,agricultural2004,agricultural2005,agricultural2006,agricultural2007,agricultural2008,agricultural2009,agricultural2010,agricultural2011,agricultural2012,agricultural2013,waste1990,waste1991,waste1992,waste1993,waste1994,waste1995,waste1996,waste1997,waste1998,waste1999,waste2000,waste2001,waste2002,waste2003,waste2004,waste2005,waste2006,waste2007,waste2008,waste2009,waste2010,waste2011,waste2012,waste2013,luc1990,luc1991,luc1992,luc1993,luc1994,luc1995,luc1996,luc1997,luc1998,luc1999,luc2000,luc2001,luc2002,luc2003,luc2004,luc2005,luc2006,luc2007,luc2008,luc2009,luc2010,luc2011,luc2012,luc2013,electric1990,electric1991,electric1992,electric1993,electric1994,electric1995,electric1996,electric1997,electric1998,electric1999,electric2000,electric2001,electric2002,electric2003,electric2004,electric2005,electric2006,electric2007,electric2008,electric2009,electric2010,electric2011,electric2012,electric2013,manufract1990,manufract1991,manufract1992,manufract1993,manufract1994,manufract1995,manufract1996,manufract1997,manufract1998,manufract1999,manufract2000,manufract2001,manufract2002,manufract2003,manufract2004,manufract2005,manufract2006,manufract2007,manufract2008,manufract2009,manufract2010,manufract2011,manufract2012,manufract2013,transport1990,transport1991,transport1992,transport1993,transport1994,transport1995,transport1996,transport1997,transport1998,transport1999,transport2000,transport2001,transport2002,transport2003,transport2004,transport2005,transport2006,transport2007,transport2008,transport2009,transport2010,transport2011,transport2012,transport2013,other1990,other1991,other1992,other1993,other1994,other1995,other1996,other1997,other1998,other1999,other2000,other2001,other2002,other2003,other2004,other2005,other2006,other2007,other2008,other2009,other2010,other2011,other2012,other2013,fugitive1990,fugitive1991,fugitive1992,fugitive1993,fugitive1994,fugitive1995,fugitive1996,fugitive1997,fugitive1998,fugitive1999,fugitive2000,fugitive2001,fugitive2002,fugitive2003,fugitive2004,fugitive2005,fugitive2006,fugitive2007,fugitive2008,fugitive2009,fugitive2010,fugitive2011,fugitive2012,fugitive2013
1,2013,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147,0.0879,0.0916,0.0953,0.1026,0.1099,0.1539,0.1832,0.2931,0.3298,0.3847,0.4177,0.491,0.6888,0.7072,0.8391,1.0076,1.0919,1.2824,1.2274,0.9416,1.3703,1.5902,1.1652,1.418,1.5462,1.8247,1.6928,2.0079,1.8723,1.9712,1.4509,1.6891,1.8173,2.2277,2.5098,3.173,2.8103,3.2301,3.116,3.1163,2.915,2.6844,1.3923,1.3227,1.2677,1.2201,1.1542,1.0699,1.0149,0.7988,0.7511,0.6156,0.883,1.0259,0.949,1.3264,1.6525,2.268,4.2099,6.7711,8.4602,12.2378,20.4341,21.2512,34390.5959,15.21284765,15.28643902,14.01053087,14.02811754,13.98540757,14.33493659,15.32321115,16.28452661,17.12443588,18.00055534,16.496011,15.02988587,17.51223035,18.26189503,18.15134691,18.98469798,19.62292343,20.39894648,23.63733932,26.95018347,30.63688681,34.72033494,44.18920607,44.4157363,,,,,,,,,,,,,,,,,,,,,,,,,totalGHG1990,energy1990,0.057140228,0.05857306,0.063669892,0.065102724,0.066535556,0.067968387,0.075925205,0.083882022,0.091838839,0.099795657,0.074776474,0.090089495,0.109066515,0.131707536,0.147020557,0.155005578,0.171162034,0.179990491,0.203474947,0.219631403,0.24311586,0.268394812,0.293673764,0.318952717,7.3427099,7.6310272,7.6314427,7.7027416,7.6991389,8.0804473,8.9693498,9.8496135,10.5791589,11.5061305,9.8838943,8.3734948,10.4085249,10.8354511,10.6220046,10.8981215,10.9934743,10.9371688,12.0168651,12.5517967,14.3326195,14.4067981,15.4476157,14.6253884,4.038953624,4.220035859,4.401118095,4.58220033,4.763282565,4.944364801,5.098415261,5.252465722,5.406516182,5.560566643,5.714617104,5.895407054,6.076197004,6.256986954,6.437776904,6.618566854,6.81508942,7.011611986,7.208134552,7.404657117,7.601179683,7.807114323,8.013048962,8.218983601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.242219903,1.020850897,0.602588188,0.413992885,0.247330546,0.080668207,0.083984789,0.087301371,0.090617953,0.093934536,0.097251118,0.080990525,0.064729932,0.048469339,0.032208746,0.015948153,0.016381676,0.0168152,0.017248723,0.017682246,0.01811577,0.018587706,0.019059642,0.019531578
2,2012,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0073,0.0073,0.0183,0.1282,0.2968,0.3481,0.4324,0.6925,0.6265,0.7438,0.4617,0.1539,0.1209,0.4836,0.927,0.7035,1.0149,0.3004,0.403,0.3774,0.414,0.502,0.6632,0.8391,1.5059,1.2018,1.4436,2.0225,2.2827,2.4622,2.0812,2.0152,2.1764,2.5465,2.6784,3.0704,3.2426,3.7373,4.0395,4.6479,4.1765,4.3885,4.6624,5.0281,5.3337,6.0194,7.1214,7.3083,6.242,6.524,7.0777,7.6487,7.365,7.3814,7.6687,7.5401,7.2174,6.0437,4.1104,2.2389,2.0789,2.136,1.9489,1.9626,1.4813,1.8003,2.9713,3.1679,3.22,3.75,4.1095,4.2958,4.0655,4.0501,4.2233,4.168,4.3233,4.5785,5.0377,4.3777,4.5377,34389.5959,11.69196461,9.11895917,6.870510528,6.596969186,7.13817491,6.694674401,6.40760768,5.679936959,5.916553838,7.084800018,7.374058297,7.349355883,7.98678987,8.402582656,8.478463943,8.251364529,8.150100961,8.188778793,7.957690525,8.030780557,8.312193189,8.785695792,8.174299895,8.307811098,7.498514606,5.31307969,3.347644774,2.862209858,2.651481609,2.101340026,2.104085784,1.666831542,1.9895773,3.152323057,3.295068815,3.457236829,3.989404842,4.061572856,4.27374087,4.095908883,4.069069607,4.07223033,3.995391054,4.058551778,4.221712501,4.428089828,3.784467156,3.950844483,totalGHG1991,energy1991,0.388430118,0.315083966,0.113497814,0.113431662,0.06573351,0.113299358,0.117544257,0.066829156,0.056418055,0.067990954,0.105211853,0.0191575,0.021039148,0.312376796,0.310594444,0.272172091,0.287595035,0.471561979,0.486984922,0.583015866,0.67904681,0.929633392,0.931067975,0.932502557,3.2514396,2.9221154,2.855588,3.052448,3.8469802,3.9009556,3.6044011,3.3622026,3.2839877,3.2854181,3.3822126,3.288356,3.3786996,3.4179462,3.2904011,3.2765154,3.1833813,3.0416447,2.8586862,2.7692976,2.7882319,2.7911646,2.8283508,2.7904441,0.553580288,0.558680114,0.56377994,0.568879765,0.573979591,0.579079417,0.581576539,0.584073661,0.586570784,0.589067906,0.591565029,0.594605654,0.597646279,0.600686904,0.603727529,0.606768155,0.610054919,0.613341684,0.616628449,0.619915214,0.623201978,0.626807972,0.630413965,0.634019958,0.1441508,0.1441508,0.1441508,0.1441508,0.1441508,0.1441508,0.1327561,0.1507519,0.1369622,0.1327563,0.1913392,0.8908226,0.8889639,0.8938687,0.8889639,0.889363,-0.2085221,-0.0189111,-0.205208,-0.2105679,-0.2110361,-0.3373725,-0.2573306,-0.3576979,0.73,0.54,0.41,0.54,0.61,0.4,0.33,0.32,0.33,0.29,0.38,0.35,0.38,0.36,0.28,0.3,0.26,0.33,0.28,0.14,0.1,0.12,0.1,0.05,2.14,1.41,0.76,0.54,0.46,0.49,0.46,0.24,0.4,0.49,0.47,0.54,0.43,0.5,0.55,0.45,0.68,0.64,0.5,0.78,1.04,1.11,0.64,0.58,0.71,0.53,0.41,0.51,0.63,0.63,0.62,0.49,0.74,1.4,1.47,1.54,1.77,1.91,2.3,2.37,1.92,2.1,2.28,2.3,2.23,2.34,2.25,2.45,3.135539643,2.194365268,1.273190893,0.922016519,0.690842144,0.519667769,0.642475883,0.575283996,0.48809211,0.950900223,0.963708337,1.011185926,1.388663515,1.266141104,1.113618693,0.941096282,1.172367652,0.963639022,0.894910392,0.796181762,0.807453132,0.813442078,0.749431024,0.825419969,0.782974963,0.638714422,0.494453881,0.35019334,0.260639465,0.061672257,0.051609901,0.041547546,0.03148519,0.021422834,0.011360479,0.016050903,0.020741328,0.025431752,0.030122177,0.034812601,0.036701955,0.038591308,0.040480662,0.042370016,0.044259369,0.044647751,0.045036132,0.045424513
3,2011,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,0.0037,0.0073,0.0183,0.022,0.022,0.0256,0.0293,0.0147,0.033,0.033,0.0403,0.0586,0.0733,0.0843,0.0843,0.0953,0.1136,0.1209,0.1392,0.1356,0.0513,0.0696,0.033,0.1612,0.2382,0.3114,0.4983,0.469,0.502,0.6156,0.7658,0.7438,0.8061,0.905,3.7849,4.133,3.8912,3.9974,4.155,4.6093,5.0014,5.54,5.2175,5.6609,6.1555,6.0639,5.6682,5.4227,5.6462,6.5879,8.4235,8.4382,9.0501,11.2705,8.4052,9.07,10.1017,11.492,12.409,14.0227,16.6362,18.6067,22.8647,28.8496,49.7134,48.1748,50.313,53.1881,51.0538,54.3976,62.0401,63.79,65.4261,65.4544,68.0497,67.1028,66.3337,73.6538,71.7335,73.2722,71.6315,73.083,74.8145,77.8316,78.9204,75.1238,80.8207,84.2678,85.4509,89.6826,94.5097,101.4079,105.905,114.1401,114.5345,118.6349,120.1378,129.6331,33730.1803,90.73374889,90.17120179,90.3221869,98.36101526,96.68905283,98.74640223,99.5933018,103.283242,108.1764583,113.6734105,117.0715044,114.747717,121.4828104,126.4090823,129.7046521,134.542086,140.7132621,148.6757653,153.6934045,163.8496656,165.590542,171.7490602,175.8788842,187.2679087,75.71955925,75.16153565,74.73003205,82.42803512,81.03419819,82.54977459,82.76492179,85.64420233,88.87877621,93.59040341,95.98439062,93.18889186,99.53876643,103.9868677,105.1843689,109.5095235,113.8066336,120.520237,124.6579338,132.6415239,133.2480207,138.6486689,141.4204238,152.6629654,totalGHG1992,energy1992,3.368883697,3.395241361,3.472895025,3.510244688,3.379050352,3.797456016,3.699259619,4.059063221,4.323602824,4.386622426,4.849018029,4.975054985,5.449171941,5.575208898,6.697853854,7.721570811,9.066088329,10.05519785,11.20918737,12.27524088,12.8576464,13.28561716,13.76488391,13.74584667,7.332476,7.1065447,7.4163296,7.524755,7.1627738,7.071091,7.1602522,7.0003207,7.763636,7.8451538,7.7560774,7.982922,7.7751941,8.008498,8.8750919,8.2348245,8.6614559,8.808329,8.411365,9.4150653,9.8441223,10.0495088,10.8237985,10.864806,4.302829944,4.507880081,4.712930218,4.917980355,5.123030492,5.328080629,5.958868183,6.589655738,7.220443292,7.851230846,8.4820184,8.600848169,8.719677938,8.838507707,8.957337476,9.076167245,9.189084314,9.302001384,9.414918453,9.527835523,9.640752592,9.755265258,9.869777924,9.98429059,0.972,0.972,0.972,0.972,0.972,0.972,0.971,0.947,0.951,0.955,1.247,0.5203333,0.5313333,0.5473333,0.5243333,0.5803333,-6.6426667,-6.4436667,-6.6336667,-6.7466667,-6.7396667,-0.307,-0.214,-0.429,23.09,24.07,24.06,25.28,24.95,25.86,25.72,27.71,27.77,29.3,29.17,30.19,32.28,32.52,31.74,32.59,34.23,33.95,35.27,36.66,36.32,39.69,44.12,43.76,5.67,6.22,6.31,6.23,5.97,6.26,5.88,5.29,5.66,6.05,6.16,6.25,6.61,7.01,8.09,8.21,8.7,9.72,10.07,9.85,10.95,11.21,10.2,10.13,15.8,16.88,16.8,16.96,15.52,15.11,14.96,15.01,15.46,16.47,16.84,17.04,19.35,21.75,22.02,24.15,25.62,27.59,29.19,30.51,31.7,32.64,36.03,37.39,6.8401002,7.792941297,8.035782394,8.488623491,8.431464588,8.354305685,8.582998672,8.261691659,8.920384646,9.389077633,9.62777062,9.839354837,10.22093905,11.02252327,11.86410749,12.86569171,12.56655691,13.98742212,13.96828733,17.80915253,17.22001774,18.98791267,20.75580759,23.03370252,24.31945905,20.19859436,19.52424966,25.46941163,26.1627336,26.9654689,27.62192312,29.37251068,31.06839156,32.38132578,34.18662,29.86953702,31.07782737,31.68434439,31.47026141,31.69383176,32.69007667,35.27281491,36.15964649,37.8123714,37.05800297,36.12075627,30.31461625,38.34926288
4,2010,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1832,0.2492,0.3114,0.2748,0.3517,0.414,0.502,0.6192,0.5936,0.6192,0.5533,0.4507,1.1835,1.1505,1.2238,1.1871,1.5535,0.9929,1.6744,2.781,2.0995,1.8838,2.7114,2.5847,2.6274,2.2861,2.0902,1.6602,2.7779,2.7379,5.6257,5.3799,4.5675,4.3994,4.5394,5.0747,5.4624,5.5424,6.8266,6.4242,6.3459,6.5453,6.3926,6.9158,6.708,10.7926,11.4374,11.7562,11.4007,12.6656,12.3879,12.9637,13.6745,18.0759,19.047,18.349,20.4783,23.6299,25.2792,27.3502,28.6788,29.5741,29.9531,31.673,33397.6053,52.22005443,53.81418466,55.07443569,56.79508545,57.87332245,63.20287738,63.76958173,64.53267349,67.64378611,67.67885616,68.98251442,73.86612316,78.25011268,89.93226542,95.7309387,99.01559778,105.9220707,119.1198132,127.0013937,137.1650619,147.6876063,151.1195639,150.5324222,155.7219737,25.09424157,26.59757743,27.7267933,29.5795425,30.67934503,36.10980089,37.48319774,38.58247458,38.96645809,41.09985493,41.60089178,45.9275403,50.53301549,58.79970401,63.64812586,66.59830771,76.21762527,86.88755617,95.85568706,105.4350046,114.4331488,116.817341,118.6438932,121.8251386,totalGHG1993,energy1993,0.130285418,0.130819902,0.153338385,0.128224869,0.125095353,0.103645836,0.143447457,0.161265078,0.190074698,0.119956319,0.11945394,0.302463865,0.331585791,0.390019717,0.426469643,0.712071568,0.749527886,0.768664204,0.967336521,0.986472839,0.844393157,0.855438037,0.917778917,0.976455797,26.4803708,26.5566906,26.6512674,26.5303415,26.4979655,26.4245741,25.5461813,25.1902799,27.8567008,25.8265936,26.6078187,26.930379,26.6183814,29.9140217,30.7564333,30.7539185,27.7692669,30.0535918,28.5240187,28.8548825,30.2870119,31.2690464,28.7483258,30.6632688,0.515156647,0.529096627,0.543036607,0.556976587,0.570916567,0.584856547,0.596755238,0.608653928,0.620552619,0.632451309,0.64435,0.70574,0.76713,0.82852,0.88991,0.9513,1.1856505,1.420001,1.6543515,1.888702,2.1230525,2.167738436,2.212424371,2.257110307,108.0954257,108.0954257,108.0954257,108.0954257,108.0954257,108.0954257,110.6232984,105.3788861,115.9430177,108.8408509,108.324215,89.013082,106.7162895,110.0909184,120.5143955,122.0256246,95.9606291,115.8724301,99.029878,99.8696794,104.3496532,132.2987326,100.2205203,114.4668865,0.48,0.43,0.37,0.31,0.38,0.39,0.41,0.64,0.58,0.84,0.93,1.04,1.04,1.22,0.85,0.98,1.07,1.19,1.58,2.47,2.6,2.39,2.01,2.6,1.76,1.63,1.71,2.19,1.63,1.8,1.88,1.74,1.3,1.48,1.57,1.62,1.78,1.83,2.1,1.72,1.96,2.27,2.1,2.19,2.35,2.44,2.23,1.64,1.02,1.26,1.19,1.21,1.54,1.07,0.99,1.05,0.83,1.16,1.07,1.2,1.48,2.75,3.14,2.45,3.26,3.86,5.16,5.7,6.41,7.09,7.11,8.16,1.604231117,1.657318582,1.610406046,1.523493511,1.666580976,1.72966844,1.998733105,2.02779777,2.156862435,2.4359271,2.254991765,2.425187243,2.505382721,2.615578199,2.705773677,2.455969155,3.451477033,3.85698491,4.532492788,5.108000665,5.403508543,5.799276733,6.275044922,7.360813111,20.23001045,21.62025885,22.84638725,24.34604898,25.46276405,31.12013245,32.20446463,33.12467681,34.09959566,35.18392783,35.77590001,39.64235306,43.72763277,50.38412581,54.85235218,58.99233856,66.47614824,75.71057126,82.48319427,89.96700396,97.6696403,99.09806427,101.0188482,102.0643255
5,2009,Antigua & Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.0293,0.0293,0.0366,0.0476,0.1026,0.0843,0.0916,0.1502,0.3481,0.5643,0.9893,1.2568,0.4617,0.425,0.3737,0.3298,0.4287,0.7072,0.403,0.4653,0.491,0.4067,0.1429,0.1063,0.2931,0.0843,0.1466,0.2492,0.2492,0.2748,0.2858,0.2858,0.3004,0.2895,0.2895,0.3041,0.3114,0.3224,0.3224,0.3371,0.3334,0.3481,0.3444,0.3444,0.3627,0.3884,0.4067,0.4104,0.425,0.469,0.48,0.5093,0.524,0.513,0.524,0.524,32313.0339,0.422717707,0.419006127,0.426472248,0.448985368,0.464412589,0.48331691,0.501240383,0.533911455,0.548008628,0.580507101,0.594288774,0.618834963,0.661281052,0.711211942,0.753332431,0.78033492,0.822842905,0.895570689,0.934088974,0.990959359,1.015254443,1.032290287,1.071279432,1.099287476,,,,,,,,,,,,,,,,,,,,,,,,,totalGHG1994,energy1994,0,0.002945761,0.005891522,0.008837284,0.011783045,0.014728806,0.028170632,0.041612458,0.055054284,0.06849611,0.081937936,0.103451047,0.124964159,0.146477271,0.167990382,0.189503494,0.215347927,0.24119236,0.267036794,0.292881227,0.318725661,0.344739335,0.370753009,0.396766683,0.0362541,0.0361475,0.0362265,0.0366968,0.0374089,0.0379343,0.0379238,0.0380049,0.0378323,0.0377409,0.0372527,0.038232,0.0387912,0.0395072,0.0397407,0.0395124,0.0396159,0.0406271,0.040405,0.0402149,0.0221055,0.0221481,0.0221601,0.0221828,0.085175607,0.089616866,0.094058125,0.098499385,0.102940644,0.107381904,0.111873951,0.116365998,0.120858045,0.125350092,0.129842139,0.131884433,0.133926727,0.135969021,0.138011315,0.140053609,0.141941163,0.143828717,0.145716271,0.147603825,0.149491379,0.151449583,0.153407786,0.15536599,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.0180618,-0.003768,-0.003768,-0.003768,-0.003768,-0.003768,0.0934381,0.0934381,0.0934381,0.0934381,0.0934381,0.0065908,0.0065908,0.0065908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.000851483,0.000862967,0.00087445,0.000885934,0.000897417,0.000913914,0.000930412,0.000946909,0.000963406,0.000979904,0.00099327,0.001006636,0.001020003,,,,,,,,,,,,,,,,,,,,,,,,
6,2008,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0845,0.8904,1.7551,1.3703,0.938,1.385,1.5535,1.9932,2.2644,2.3047,2.0812,2.3486,2.9202,2.0702,2.4915,2.814,2.8616,3.7959,3.9828,6.2544,6.2544,7.6175,5.9393,8.9108,9.9441,9.4788,10.142,8.669,6.936,4.983,2.2314,2.5208,3.7263,5.8917,5.54,7.3024,8.4419,10.959,11.2375,11.2558,13.3699,12.7397,13.1318,12.769,12.846,13.1025,13.2307,14.242,13.9965,15.0993,16.7188,16.3488,17.382,15.8651,13.9452,13.4799,14.0844,13.9562,13.6704,13.707,14.5168,17.3967,15.3705,29.9276,34.9692,36.1014,35.1414,36.7609,39.5675,44.3051,47.6173,44.2025,48.9584,48.7752,51.1384,53.652,50.0429,55.6855,58.8182,60.7418,62.6874,66.1499,74.4342,79.8569,85.2453,86.255,89.9031,90.0057,87.9224,92.1769,95.9898,95.4774,100.7732,98.7241,97.2823,98.7295,102.3371,101.1327,95.7478,99.5446,109.0842,113.1961,112.279,105.8838,110.9934,113.0808,114.2917,122.1321,123.9986,133.6614,137.7197,141.1898,144.5209,143.5173,132.7315,125.091,135.4356,151.2346,154.4732,164.4163,171.887,183.073,175.1865,180.502,188.4899,190.9284,188.6841,30835.1832,233.0957059,237.5315568,241.8817308,242.0500864,252.1711276,253.8122721,262.9424565,266.9056891,268.5890207,275.3447758,277.5081864,271.2806262,263.9794571,284.2344582,299.1196656,302.6715452,316.2335295,326.8328195,335.5215556,319.7705225,320.1575348,328.1952558,332.2631852,334.2373729,113.7340806,119.5106898,121.3343523,122.8192014,130.9052239,133.7465397,143.7922345,147.1802093,150.7546774,154.2562122,154.011867,143.7014334,137.0439464,146.9058728,162.3877859,165.1391123,174.5980504,181.9105218,193.2541665,185.6978113,190.6820427,198.1775073,201.105892,198.3655033,totalGHG1995,energy1995,3.606655093,3.302927399,3.929855704,4.02916801,4.146800315,3.535296621,3.451192654,4.400336687,4.594696721,4.723104754,4.272600787,4.214403305,3.628589822,4.50837634,5.252594857,6.147037375,7.064665489,7.656197604,7.961937719,8.055165834,8.829897949,9.671825456,9.491496964,10.33708847,106.3652132,105.0627565,106.6969136,105.0256817,106.677642,105.8235483,104.332976,103.2799239,100.5352614,103.0019078,105.2110016,109.2235348,109.0171284,118.3818788,116.9224169,116.6899899,119.7031253,122.2261291,119.1231976,110.6530089,105.118775,104.6823199,105.8254092,109.5576102,9.389757022,9.655183101,9.920609179,10.18603526,10.45146134,10.71688741,11.37605333,12.03521926,12.69438518,13.3535511,14.01271702,14.15125475,14.28979247,14.4283302,14.56686793,14.70540566,14.86768836,15.02997106,15.19225376,15.35453647,15.51681917,15.6736031,15.83038703,15.98717096,70.3654327,70.3654327,70.3654327,70.3654327,70.3654327,70.3654327,70.2245499,70.0534201,71.578,71.9586771,68.7468838,85.9028948,90.2022289,89.8048266,98.3422648,91.6451614,111.5639179,101.9929594,111.1717319,107.4625589,98.5142667,96.6310401,100.7439877,97.4004044,34.3,38.21,37.71,34.06,32.47,34.19,37.76,37.48,39.45,44.4,45,38.99,36.6,40.33,46.8,47.5,50.31,55.99,60.86,61.11,62.34,66.84,71.45,67.62,14.63,14.47,14.51,14.56,21.22,20.09,22.34,27.97,28.64,27.48,27.08,27.58,26.22,28.53,32.32,31.08,33.79,33.96,33.33,30.72,31.5,31.39,29.88,29.88,28.44,29.96,32.12,35.73,37.14,38.3,39.45,40.59,42.48,41.1,40.25,36.56,34.06,34.97,37.89,39.62,41.79,42.46,45.11,40.56,43.4,49.25,48.78,45.71,23.15495535,23.42467048,23.69438561,24.60410074,25.86381587,26.663531,27.33963969,26.92574838,27.07185708,28.71796577,29.51407446,28.2853411,27.37660774,29.67787438,32.29914101,34.07040765,35.69711968,36.07383172,40.33054375,39.48725579,39.53396782,36.83673446,38.6595011,40.84226774,13.20912527,13.4460193,13.29996666,13.86510069,14.21140806,14.50300875,16.90259483,14.21446091,13.11282033,12.55824641,12.16779249,12.28609225,12.78733868,13.39799844,13.07864487,12.86870463,13.01093068,13.42669006,13.62362278,13.82055549,13.90807488,13.86077289,12.3363909,14.31323558
